RecordID,Title,Rating,Comment
890, Great 👍,5,Fast delivery. Works very well.
891, Does the job,4,"This is not a top quality material so I don’t expect it is going to last very long, but it does the "
892, Great little set,5,Perfect for my toddlers bed and I love the fact that it's reversible to.
893, Deceptive,1,Product photos made to look like a pillow is included. It’s not.
894, Douvet set for children,5,Very good quality thanq great value for money
895, Nice duvet set,4,"I only found one negative with this, and it was after I first washed the set, part of the pillowcase"
896, Good value set,4,The set is good value for the price and it looks really nice on my daughters cot bed. The only downs
897, Literally just got it out the packaging and its broken,1,
898, Wrong size,2,"The product looked ok, however, I ordered Single size and received a Junior size. I was sent a repla"
899, Cot size duvet cover.,5,Good cover the price.Delivered in good time too.
900, Came apart at seam after one wash,2,"Initially very happy with purchase, but after one wash a hole has appeared at seam making product un"
901, Very pretty,5,I have just bought another as I bought one a few months ago and my friend loved it. Very pretty and 
902, Very nice,5,Came on time and nice envelope
903, Well received,5,My god daughter loves it
904, Birthday,5,Bought for a friends birthday. Cute and loved it.
905, Little Black bits everywhere,1,"It looks lovely in the pictures, and I bought it for my granddaughter to congratulate her on her exa"
906, It was delivered in a really short time,5,"I thought when I saw it, wow, fortunately the recipient loved it too!!"
907, Birthday,5,Looks a good gift card
908, Excellent service,5,Excellent item and communication.
909, Amazon gift cards,5,"Nice quick and easy, I like it , 98 or 99 pence extra to the amount you put on the card and you coul"
910, Gift token,5,Well received
911, Great,4,Really good my child enjoys this. Just wish the corner section connectors were the same as the rest 
912, No packaging!,3,Bought a hot wheels track for my childs birthday and it was delivered in absolutely no packaging wha
913, Great for hot wheel fans,5,Great to build alongside your hot wheel city. My son always makes different courses for his cars
914, amazing product,5,my son loves this toy (he’s 5). even all of his friends/family that play with this think it’s so coo
915, My 3 year old grandson loves it,5,I think it is quite difficult to put together. He can't do it by himself
916, Christmas,5,My grandson wanted this therefore enjoyed
917, Brilliant track set,5,We got this as a pressie for our 5 year old and he’s loving it. You can set up different tracks. Mos
918, Extra track to add to hot wheel kit,5,Liked the ability for my grandsons to be creative and add track set ups to their other Mario kits.
919, Hot wheels track with interactive box,5,It’s what my grandson always wants track clips into box to provide ramps etc and at at competitive p
920, The best fun for all!,5,I bought this for my grandson 8th birthdayHe & his Dad had loads of fun constructing it! I would say
921, Too soft,1,I dont like the quality
922, Cool bedding,5,I really liked how it convinced my hypo 5 year old to actually stay in bed for 2 nights
923, Recommend,5,Grandson loves this bedding👍👍
924, 2nd wash and the every thread has pulled,1,Never have I had had bedding like this!! Worst! The duvet never stays in place and then second wash 
925, Love it,5,Really good
926, My son loves his sonic set,5,Looks good quality and soft.
927, Decent bedding set,5,"My kid loves sonic, this was a gift for him. He loves it has 2 sides to it and even a pillowcase, it"
928, Gifted as a present,5,"I gifted this as a present for a friend's little one who has sensory issues and he loves this, it is"
929, quilt bunches up within an hour of my child being in bed.,2,quilt bunches up within an hour of my child being in bed.
930, Great sonic duvet cover,5,My grandson loved this cover !
931, Not happy,1,Got this as a gift for a family member who has just lost their beloved pet. Who on earth thought it 
932," Very small, but cute",4,"It comes in a very small, but cute box. The paw print doesn't stand out. I purchased it for a friend"
933, Simple,4,Bought for a friend she liked it I was a bit disappointed as a label was stuck over the writing and 
934, Letters missing ruins gift,2,I read reviews about the sticker issue thinking they’d have resolved this by now- no! What I receive
935, huge label stuck over message on box so ruined gift,2,"Nice little gift, except it was ruined as the label could not be removed without ruining the message"
936, Cute and beautiful gift,5,Bought as a gift for friends who lost their cat suddenly. They loved it.
937, Lovely Reminder,5,Loved these.. 💙Got one when my gorgeous 4-legged boy passed away to keep in my pocket whilst out wal
938, great gift,5,"Given as a gift after friends dog passed away, a small and simple design to pop on a ledge as a remi"
939, Purrrfect,5,Just what was needed
940, Cute little item,5,Bought as a gift for a friend. Was well received.
941, Quick delivery,5,Beautiful colours
942, best buy,5,"lovely colours, still haven't run out yet. defo be buying more when needed"
943, Dreadful won’t come off 😡,1,Will have to throw it away
944, Really good for the price,4,"These polishes are really good, I was doubtful given the price but the pigment is good even for the "
945, 5☆,5,"Great product, beautiful pastel colours, great price."
946, Some colours not accurate.,3,"I bought this for a birthday present as it it had what I thought was nice range, some pinks light an"
947, Pretty colors,4,I thought t will be more nude . But I still love it 😀
948, Nice colours,4,"Nice colours, wanted for french but too dark"
949, Great,5,Great gel polish. Been using this for a couple months and I have no complaints
950, Great quality,4,Highly recommended
951, eye and nose cleaner,1,the product had no seal and had leaked into the packaging very disappointing
952, Lovely hat silk that fits perfectly. Great quality,5,Really great quality hat silk from le mieux. Fits my Charles Owen Pro 2 riding hat perfectly. Recomm
953, Stylish,5,"Great cover , fits well and has a nice shape to it."
954, Would NOT recommend. BUY DIRECT.,1,"Fake hatsilk & not even a good fake 😂 logo is huge, threads are loose & extremely tight elastic arou"
955, No more egg head,5,"This was exactly what I was looking for, had many uses whether it be hunting, fun rides or competing"
956," fits well, looks good",5,"Well made, excellent stretch to fit big hat"
957, Great silk,5,I've started lessons again after a large gap. I bought this for my Charles Owen jockey skull size 58
958, very good fit,5,really good
959, Absolutely no stickyness,1,"Nothing in this box is anywhere near adhesive enough to support a fraction of its own weight, even t"
960, Much better than I expected,4,Had a Phillips ambilight TV which has unfortunately been playing up. Bought a new TV but my wife lov
961, Easy to install!,5,Really love this! TV looks amazing now and very easy to install.
962, Doesn’t work camera wouldn’t connect on app could not calibrate,1,Doesn’t work complete useless camera would connect at all wasn’t able to calibrate bring it to the p
963," Excellent, this is the second I have purchased for a second TV.",5,"Excellent product, I highly recommended govee, this is about the 6th Govee product I have and second"
