ID,Title,Rating,Comment,asin_number
3572,,2,"The product is OK, but my card does not acheive the rated write speed of 10 MB/sec.  Most applications probably don't need to hit 10 MB/sec, but my GoPro Hero 3 does need the full bandwidth and thus would bomb on me sometimes.  As tested, my card got between 8-10 MB/sec using the larger block sizes.  I complained to Sandisk about it and they allowed me to send it in for a replacement which I did (and took almost 2 weeks), but the replacement behaved the same way.  I would say this card is OK for most applications, but if you need top end speed, I would go with another card.  I bought my card in May 2013 and had it replaced in August 2013 so hopefully they have fixed this problem by now.",
3573,,5,Pay attention to your application and what class your card is!  Class 4 or unclassed may be cheaper but it may not give you the performance you want. Don't be pennywise and poundfoolish... this was purchased to go into one of the newer MK808 version tv streamer dongles and those take class 10. For the price this was a good value.I have been using SanDisk xD and sD regular and micro for 8 years now and always found them to be a consistent and high grade storage card. I can recommend this brand.,
3574,,5,"I bought a couple of these to use with a GoPro HERO camera. Since I've never had bad luck with a SanDisk product, I chose this to store my precious photos and videos on. A class 10 device, it can not only store average video, photos and sound, but is fast enough the handle the 3 shot per half second rate the cameras multi-shot mode demands.",
3575,,1,"Losing pictures, video, and tunes after 9 months on a Samsung Galaxy Note 2 (stock android).  Looks like this is a common problem.  I will try my luck with Sandisk on Monday.  If I don't get a replacement, I will never buy a Sandisk product again.  I paid the premium for ""Sandisk Quality.""  I am very disappointed.UPDATE:Sandisk will be providing a replacement SD CARD.  However, my data loss and downtime cannot be replaced.  SanDisk lost their ""premium rating"" in my eyes. It's going to take a while for them to get it back.",
3576,,5,"I bought this card as high speed external memory for my Asus ME302C tablet to play movies, music, etc. The card meets all of my expectations, and was pleasantly surprised to discover that it had absolutely no crapware preloaded. No compatibility issues whatsoever.",
3577,,4,I did not do any bench tests to see to verify the read and white but been very happy with it.,
3578,,5,"These things hardly go wrong, last forever, the bigger the better!With  SanDisk's  long-standing reputation,  at the right price point ( preferably at least $0.75  per GB or lower),  prIices can only continue to drop as technology improves.Not much to think about really. if you need the space, at this price,  you've hit a sweet spot for the moment.Great thing about micro SD cards  is their versatility.  You can stick it in your camera,  then stick it in your phone to review &  share. Tge speed  of these cards &  price/capacity  used  to be a problem. No longer. Now just watch the price of 64 GB cards  as the next level of resistance.Order was delivered on time,  price was right,  it's humming away reliably in my phone at the moment. What not to like?",
3579,,5,"Purchased it for DATA2SD on my Asus Transformer Prime. It did a great job but eventually the tablet started slowing down anyway so I have replaced it with a Samsung Tablet, which I will use the SD card in it but as a regular form of storage.",
3580,,5,Works great with the GoPro camera!I can get about 3 days of kayaking video and photos on it.Price was fair.,
3581,,5,This is great. I use this with my Contour Roam camera. Works great. lots of room for video. Transfer speeds are as expected.,
3582,,5,Card works fine at 1080p on my Gopro Hero 3 plus.  Works great in my Transend USB 3.0 reader as well.,
3583,,5,Came with adapter as described and works perfectly. I use this SDHC card with my GoPro Hero 3+ black and haven't been able to fill it up yet.,
3584,,5,"Great capacity. I purchased this when I first purchased my phone (Samsung Galaxy S3) and have had no issues with it. Great write speed. Excellent way to store all your music, videos and photos. Great to take videos with as well. More than enough capacity for anything I'd need it for on my phone. Can't go wrong with the SanDisk name either. An industry leader and well known for quality. Of course you always want to backup any and all of your data for continuity purposes, but I've never had any issues with this card.",
3585,,5,"I bought this for my Canon DSLR. It works great, no delay in photograph shots. Also, no visible lag effects with video. Will re-purchase.",
3586,,5,My gps has plenty more space now to update it's maps. It works so that is all there is to know.,
3587,,2,"I haven't done any formal benchmarks, but the device seems pretty slow. I haven't seen any real performance boost vs. my old card even on bulk file copies. I have another 8GB samsung card that may be a knockoff that performs noticeably better than this card.I'm using it anyway. I don't really have the time to return it or anything.",
3588,,5,This is a nice card. Holds about 29 GB. You can store data on it. It is a microSDHC card.,
3589,,5,My Samsung Galaxy S4 seemed to take to it right away.  It snapped into place without issue and began working without formatting question.,
3590,,5,"Works great, good transfer speed, capacity is as claimed.Only con I can think of is that it's too small and this is the second one I'm buying because I lost my first one while playing with my phone in bed and could not find it ever again. It's probably stuck in some sheets or the bed frame, I tried but can't seem to locate it anymore. I had just discovered and saved the cure to cancer on that card and I cannot remember what it was now. Sorry.",
3591,,5,"boost the mp3 player size thanks, more more if you have the music or video's can not go wrong with more memory",
3592,,5,"Lot's of space now! My Galaxy was getting full, so I got this. Tons of space for movies and music and pictures and videos and kindle. Get the point? Lots of space.",
